preset,obs_sigma,process_noise_v,drone_cond,p90_err_m,median_err_m,jump_rate,n_laps
soft_thr,0.5,2.0,same_drone,69.81173077513792,12.026360627842848,0.3313993969025321,6
soft_thr,0.5,3.0,cross_drone,88.96727688918538,4.556035818945781,0.29328386437212517,6
soft_thr,0.5,3.0,same_drone,80.96602086465558,9.309362050841834,0.2914662919933671,6
soft_thr,0.5,5.0,cross_drone,88.37883529860561,3.35066279582576,0.2817144175822372,6
soft_thr,0.5,5.0,same_drone,73.90303889598573,4.571559323751864,0.2833030323811578,6
soft_thr,0.5,8.0,cross_drone,92.29452449135509,3.530335509079144,0.27916020937609554,6
soft_thr,0.5,8.0,same_drone,82.77320909472816,5.838619647254805,0.31482078257367485,6
soft_thr,1.0,1.0,cross_drone,25.529725993413347,1.9595478881690376,0.11866981396436799,6
soft_thr,1.0,1.0,same_drone,29.51394673336898,2.3372573756160624,0.1352826627351941,6
soft_thr,1.0,2.0,cross_drone,39.80956592533292,1.7907802085517783,0.15116858994913165,6
soft_thr,1.0,2.0,same_drone,29.6208847264833,2.037971434485033,0.13031616287923417,6
soft_thr,1.0,3.0,cross_drone,25.55727975752677,1.605660290428806,0.12542531295063186,6
soft_thr,1.0,3.0,same_drone,26.27798474323701,2.313156316903821,0.1368964949561806,6
soft_thr,1.0,5.0,cross_drone,34.62155369992351,1.7812610809714051,0.1478094364275224,6
soft_thr,1.0,5.0,same_drone,29.318436976775825,1.8951783102172692,0.11598710620676043,6
soft_thr,1.0,8.0,cross_drone,26.78576904479827,1.756962125430859,0.09860303415732086,6
soft_thr,1.0,8.0,same_drone,18.28551066115476,1.8486574914332816,0.0900759544451733,6
soft_thr,1.5,1.0,cross_drone,47.41798793096108,3.1484920783097805,0.19881911436436242,6
soft_thr,1.5,1.0,same_drone,35.64788909462416,2.468653223369633,0.15547582296373638,6
soft_thr,1.5,2.0,cross_drone,25.920535599444666,1.648703621253943,0.12757295707260222,6
soft_thr,1.5,2.0,same_drone,17.808824522978558,1.7416598493291235,0.0964999325276441,6
soft_thr,1.5,3.0,cross_drone,19.636067497897603,1.579148732257174,0.10192546054779184,6
soft_thr,1.5,3.0,same_drone,14.447605276928739,1.734937814370376,0.07795783384830125,6
soft_thr,1.5,5.0,cross_drone,18.59226988932974,1.5926928795888227,0.08122639617139626,6
